revenue_feed_id,attribute_number,source_class_id,source_id,exclude_from_feed_boo,revenue_feed_src_attr_id,extraction_timestamp,date,history_date
-3,1,27,NULL,F,5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,3,34,NULL,F,337,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,2,26,NULL,F,95,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,2,28,NULL,F,324,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,4,1,NULL,F,4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,5,5,NULL,F,260,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,5,12,NULL,F,260,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,6,12,NULL,F,261,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,6,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,15,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,26,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,34,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,3,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,8,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,15,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,34,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,2,NULL,F,6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,6,NULL,F,6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,26,NULL,F,6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,2,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,6,8,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,26,NULL,F,95,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,6,NULL,F,58,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,35,NULL,F,416,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,15,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,10,6,NULL,F,72,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,10,8,NULL,F,72,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,13,26,NULL,F,100,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,8,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,26,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,1,12,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,2,12,NULL,F,162,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,8,NULL,F,453,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,7,NULL,F,454,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,9,NULL,F,454,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,5,7,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,5,8,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,5,9,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,5,11,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,7,NULL,F,72,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,7,6,NULL,F,46,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,6,NULL,F,48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,9,NULL,F,48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,11,29,NULL,F,5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,1,34,NULL,F,5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,1,1,NULL,F,5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,2,27,NULL,F,324,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,1,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,6,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,6,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,8,NULL,F,6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,6,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,34,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,2,NULL,F,37,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,3,NULL,F,37,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,6,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,35,NULL,F,37,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,8,NULL,F,58,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,1,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,10,26,NULL,F,95,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,3,NULL,F,414,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,6,NULL,F,59,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,3,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,34,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-6,3,1,NULL,F,14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-6,4,1,NULL,F,31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-6,5,1,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,3,12,NULL,F,80,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,1,1,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,10,NULL,F,453,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,11,NULL,F,453,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,8,NULL,F,454,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,11,NULL,F,454,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,7,28,NULL,F,108,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,7,34,NULL,F,348,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,9,1,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,10,28,NULL,F,106,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,9,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,1,26,NULL,F,5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,4,26,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,5,34,NULL,F,4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,2,29,NULL,F,324,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,3,1,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,7,5,NULL,F,259,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,3,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,2,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,3,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,35,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,1,NULL,F,6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,35,NULL,F,413,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,15,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,35,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,6,6,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,6,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,6,34,NULL,F,326,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,2,NULL,F,414,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,8,NULL,F,59,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,34,NULL,F,331,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,35,NULL,F,414,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-6,2,1,NULL,F,24,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,2,14,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,3,14,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,3,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,8,NULL,F,455,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,9,NULL,F,455,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,11,NULL,F,455,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,34,NULL,F,455,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,6,NULL,F,453,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,9,NULL,F,453,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,10,NULL,F,454,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,5,34,NULL,F,346,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,6,NULL,F,72,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,9,NULL,F,72,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,7,8,NULL,F,46,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,7,10,NULL,F,46,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,7,26,NULL,F,97,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,7,NULL,F,48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,8,NULL,F,48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,11,NULL,F,48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,6,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,34,NULL,F,328,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,2,27,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,3,27,NULL,F,104,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,4,34,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,5,26,NULL,F,4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,2,31,NULL,F,325,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,6,5,NULL,F,261,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,7,12,NULL,F,259,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,2,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,8,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,34,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,35,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,3,NULL,F,413,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,1,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,3,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,8,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,8,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,15,NULL,F,84,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,7,34,NULL,F,346,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,2,NULL,F,416,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,34,NULL,F,330,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,2,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,3,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,8,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,11,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,6,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,15,15,NULL,F,460,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-6,1,1,NULL,F,5,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,1,15,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-5,3,13,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,6,NULL,F,455,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,7,NULL,F,455,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,2,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,7,NULL,F,453,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,3,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,6,NULL,F,454,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,4,27,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,5,10,NULL,F,64,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,8,NULL,F,72,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,6,27,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,10,NULL,F,48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,8,27,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,10,27,NULL,F,106,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,8,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,10,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,12,11,NULL,F,55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,13,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,13,26,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,13,27,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-4,13,34,NULL,F,326,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,2,34,NULL,F,352,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,3,26,NULL,F,95,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,4,27,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-3,5,27,NULL,F,4,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
-1,2,30,NULL,F,325,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,1,35,NULL,F,3,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,1,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,15,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,2,26,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,1,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,2,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,8,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,3,26,NULL,F,459,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,4,34,NULL,F,6,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,5,26,NULL,F,25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,8,3,NULL,F,416,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,6,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,26,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,34,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,9,35,NULL,F,11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,12,26,NULL,F,99,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,1,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,2,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,15,NULL,F,292,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,14,35,NULL,F,1,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,15,3,NULL,F,418,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
1,15,35,NULL,F,418,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
