ticket_type_id,ticket_type_value,abbreviation,category_code,internal_ticket_code,extraction_timestamp,date,history_date
9156262115613830620,Software installation,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156262119713830620,Information request,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9130636234913928187,Cannot Break Dial Tone,CBT,NULL,2003,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9130636234913928198,Loose Jack,LJK,NULL,14010,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9130636234913928199,Physical Problem,PHY,NULL,14012,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9130636234913928207,Processor Dead,PRC,NULL,14013,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250092,Al lAccess Busy,AAB,NULL,2007,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250094,Cannot Call Long Distance,CCL,NULL,2009,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250096,Speed Call,SPD,NULL,2011,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250116,Bell Does Not Ring,BDR,NULL,3014,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250125,Cannot Be Heard Group,CBH,NULL,4000,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250127,Cannot Hear,CTH,NULL,4002,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250134,False Disconnect,FSD,NULL,6002,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250140,Supervision,SUP,NULL,6008,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250141,Cannot Meet,CTM,NULL,6009,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250142,Cannot Release Circuit,CRC,NULL,6010,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250147,No Continuity,NCN,NULL,6015,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917480113250148,Cut Cable,CAB,NULL,6016,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250157,Failing Circuit,FLG,NULL,6024,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250168,Outgoing Failure After Wink,OPF,NULL,6035,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250185,High Levels,HIL,NULL,9002,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250186,Long Levels,LOL,NULL,9003,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250189,Low End Roll Off,LER,NULL,9006,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250190,Needs Equalized,EQL,NULL,9007,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250204,Recording On Circuit,ROC,NULL,10010,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250205,Lines Need Tagging,LNT,NULL,10011,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250208,Other,OTH,NULL,10014,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250210,Multiple Short Duration Hit,SDH,NULL,10016,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250211,Frame Errors,FRB,NULL,10017,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250217,Memory Service Problem Group,MEM,NULL,11000,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250221,Call Trace Block Not Working,MEM,NULL,11007,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250222,Repeat Dial Not Working,MEM,NULL,11008,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250224,Call Return Not Working,MEM,NULL,11010,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250228,Voice Messaging Services Problem,MEM,NULL,11014,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250230,Call Forwarding Busy Line Not Working,MEM,NULL,11016,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250238,Remote Call Forwarding,MEM,NULL,11024,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250240,Cannot Receive Data,CRD,NULL,12001,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573413250247,Phase Jitter,JIT,NULL,12008,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250262,Circuit In Loopback,CIL,NULL,12023,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250263,Errors,ERR,NULL,12024,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250264,Garbled Data,GAR,NULL,12025,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250282,ANI,ANI,NULL,14005,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250286,CathodeRayTube,CRT,NULL,14009,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250291,Other Station Trouble,STA,NULL,14018,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250293,Call Transfer Problem,CTP,NULL,15001,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250304,Release,RLS,NULL,15012,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250312,Analog Test Line,TL5,NULL,15020,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250323,mutilatedDigitGroup,OTH,NULL,17006,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250328,payPhoneProblemsGroup,OTH,NULL,18000,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250330,coinStuck,OTH,NULL,18002,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9135917573613250333,coinsDoNotRegister,OTH,NULL,18005,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261268513830021,TV service,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156261287413830124,Noise problems,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
9156262116813830620,Price request,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
