customer_ref,account_num,subs_id,otc_seq,otc_dtm,bill_dtm,actual_bill_dtm,bill_version,bpi_id,productoffering_id,productoffering_name,tariff_plan_id,tariff_plan_name,customer_category_id,customer_category_value,otc_status_id,otc_status_value,otc_mny,cps_id,cps_name,created_dtm,geneva_user_ora,realtime_charge_boo,revenue_code_id,revenue_code_value,receivable_class_id,receivable_class_name,otc_class_id,otc_class_value,domain_id,otc_label,service_address_seq,product_seq,budget_centre_seq,bill_seq,rev_recognition_class_id,otc_txt,cancelled_txt,originating_bill_seq,originating_bill_version,otc_installment_seq,installment_number,termination_dtm,product_quantity,previous_otc_mny,revenue_start_dat,revenue_end_dat,upre_seq,domain_group_id,actual_mny,otc_tax_mny,disc_id_applied_on_otc_create,precalc_disc_amount_on_otc,discounted_otc_on_creation_boo,alt_currency_code,alt_currency_otc_mny,rtpc_otc_lines_tax_mny,currency_conversion_ref_dat,otc_value,prepaid_installment_boo,extraction_timestamp,date,history_date
1000164023,2000164023,NULL,14,2020-11-23 13:36:29,NULL,NULL,1,9158905376513989460,7610000000,VF Red - M,7610000000,VF Red - M,9145846203913115265,Consumer,1,Created.,0,10003,Oman,2020-11-23 13:36:29,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,408592629,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164072,2000164081,NULL,201,2020-11-04 19:04:04,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,10000,10003,Oman,2020-11-04 19:04:04,ECAUSER,F,200000036,200000036,10001,Default,1,One-time Charge.,532498535,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Change SIM Fee Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164114,2000164133,NULL,403,2020-11-05 13:14:08,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-05 13:14:08,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,996486306,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery with Upfront,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164183,2000164186,NULL,504,2020-11-05 18:01:16,2020-12-01 00:00:00,2020-12-01 18:11:25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-05 18:01:16,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,478434863,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164184,2000164188,NULL,505,2020-11-05 18:01:16,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-05 18:01:16,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,708510183,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164187,2000164189,NULL,502,2020-11-05 18:01:16,2020-12-01 00:00:00,2020-12-01 18:11:12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-05 18:01:16,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,741579895,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164216,2000164216,NULL,602,2020-11-06 00:59:00,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-06 00:59:00,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,669394485,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery with Upfront,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164670,2000164344,NULL,902,2020-11-10 23:36:16,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-10 23:36:16,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,754117279,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164815,2000164490,NULL,911,2020-11-11 16:50:58,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 16:50:58,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,960670554,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164874,2000164554,NULL,916,2020-11-11 18:13:54,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 18:13:54,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,890516890,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164935,2000164619,NULL,1001,2020-11-12 21:34:41,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,100000,10003,Oman,2020-11-12 21:34:41,ECAUSER,F,200000039,200000039,10001,Default,1,One-time Charge.,504992519,NULL,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Premium Phone Number Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164963,2000164661,NULL,1103,2020-11-16 15:45:52,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-16 15:45:52,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,416975449,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164987,2000164684,NULL,1105,2020-11-16 16:12:51,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,10000,10003,Oman,2020-11-16 16:12:51,ECAUSER,F,200000036,200000036,10001,Default,1,One-time Charge.,973617515,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Change SIM Fee Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165157,2000164920,NULL,1305,2020-11-19 18:11:20,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-19 18:11:20,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,905600916,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165281,2000165052,NULL,1307,2020-11-19 21:48:37,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-19 21:48:37,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,897462518,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165516,2000165338,NULL,1409,2020-11-23 15:15:36,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 15:15:36,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,358850652,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery included in Bill,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165535,2000165359,NULL,1417,2020-11-23 15:46:05,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 15:46:05,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,999267153,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165538,2000165361,NULL,1418,2020-11-23 15:53:09,2020-12-01 00:00:00,2020-12-01 16:00:16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 15:53:09,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,866652417,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery included in Bill,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168367,2000167964,NULL,110,2020-11-04 12:15:48,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 12:15:48,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,153745153,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000163929,2000164000,NULL,6,2020-11-23 10:52:11,2020-12-01 00:00:00,2020-12-01 10:52:47,1,9158904392013956905,7610000000,VF Red - M,7610000000,VF Red - M,9145846203913115265,Consumer,1,Created.,0,10003,Oman,2020-11-23 10:52:11,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,695166264,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164007,2000164007,NULL,9,2020-11-23 11:24:39,NULL,NULL,1,9158904586613965539,7610000000,VF Red - M,7610000000,VF Red - M,9145846203913115265,Consumer,1,Created.,0,10003,Oman,2020-11-23 11:24:39,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,617606644,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164011,2000164011,NULL,10,2020-11-23 11:57:57,2020-12-01 00:00:00,2020-12-01 11:58:47,1,9158904781713974142,7610000000,VF Red - M,7610000000,VF Red - M,9145846203913115265,Consumer,1,Created.,0,10003,Oman,2020-11-23 11:57:57,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,235286566,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164021,2000164021,NULL,106,2020-11-04 11:21:31,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 11:21:31,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,497358698,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery with Upfront,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164058,2000164059,NULL,109,2020-11-04 11:33:34,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 11:33:34,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,760954408,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery with Upfront,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164094,2000164109,NULL,304,2020-11-04 22:12:40,2020-12-01 00:00:00,2020-12-01 22:19:11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 22:12:40,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,153392655,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164108,2000164128,NULL,201,2020-12-06 10:10:14,2021-01-01 00:00:00,2021-01-01 10:21:08,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-12-06 10:10:14,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,155457955,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery included in Bill,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164213,2000164213,NULL,601,2020-11-06 00:56:28,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-06 00:56:28,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,758313231,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery with Upfront,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164280,2000164273,NULL,701,2020-11-08 19:33:38,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,10000,10003,Oman,2020-11-08 19:33:38,ECAUSER,F,200000036,200000036,10001,Default,1,One-time Charge.,487037772,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Change SIM Fee Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164866,2000164546,NULL,914,2020-11-11 18:07:16,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 18:07:16,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,355827659,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164899,2000164578,NULL,920,2020-11-11 18:26:34,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 18:26:34,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,469105069,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164961,2000164659,NULL,1101,2020-11-16 15:42:02,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-16 15:42:02,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,645912852,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165059,2000164795,NULL,1203,2020-11-18 16:31:35,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-18 16:31:35,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,31145990,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165481,2000165302,NULL,1406,2020-11-23 14:28:53,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-23 14:28:53,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,324080906,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery included in Bill,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165493,2000165314,NULL,1407,2020-11-23 14:51:39,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,10000,10003,Oman,2020-11-23 14:51:39,ECAUSER,F,200000036,200000036,10001,Default,1,One-time Charge.,270481542,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Change SIM Fee Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000165515,2000165339,NULL,1411,2020-11-23 15:27:45,2020-12-01 00:00:00,2020-12-01 15:31:59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,10000,10003,Oman,2020-11-23 15:27:45,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,300070231,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000168409,2000168008,NULL,3,2020-11-04 09:17:05,2020-11-26 00:00:00,2020-11-26 09:26:54,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 09:17:05,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,827452441,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164012,2000164012,NULL,11,2020-11-23 12:25:21,2020-12-01 00:00:00,2020-12-01 12:25:48,1,9158904941913978167,7610000000,VF Red - M,7610000000,VF Red - M,9145846203913115265,Consumer,1,Created.,0,10003,Oman,2020-11-23 12:25:21,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,310116340,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164029,2000164029,NULL,16,2020-11-23 14:00:55,NULL,NULL,1,9158905526513996800,7610000000,VF Red - M,7610000000,VF Red - M,9145846203913115265,Consumer,1,Created.,0,10003,Oman,2020-11-23 14:00:55,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,937315709,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-26 08:22:33,2020-11-26,2020-11-26-08-22-33
1000164090,2000164105,NULL,301,2020-11-04 22:10:19,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-04 22:10:19,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,128767291,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164170,2000164183,NULL,501,2020-11-05 15:25:46,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,100000,10003,Oman,2020-11-05 15:25:46,ECAUSER,F,200000039,200000039,10001,Default,1,One-time Charge.,296091879,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Premium Phone Number Postpaid,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164185,2000164185,NULL,503,2020-11-05 18:01:16,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-05 18:01:16,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,26382485,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164186,2000164187,NULL,604,2020-11-06 10:29:27,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-06 10:29:27,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,478434863,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164669,2000164342,NULL,901,2020-11-10 23:35:48,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-10 23:35:48,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,490702006,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164727,2000164404,NULL,907,2020-11-11 15:20:48,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 15:20:48,ECAUSER,F,-1,Undefined,-1,System Default,1,One-time Charge.,509572811,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164855,2000164535,NULL,913,2020-11-11 17:45:25,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 17:45:25,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,530916975,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
1000164921,2000164602,NULL,921,2020-11-11 21:13:54,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Created.,0,10003,Oman,2020-11-11 21:13:54,ECAUSER,F,200000033,200000033,10001,Default,1,One-time Charge.,68075172,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Courier Delivery included in Bill,NULL,2020-11-24 12:10:14,2020-11-24,2020-11-26-08-22-33
